Address,Suburb,Prices,Estimated resident population (no.),Population density (persons/km2),Median age - persons (years),Working age population (aged 15-64 years) (no.),Employed (no.),Unemployed (no.),Renter (no.),Health care and social assistance (no.),Financial and insurance services (no.),Administrative and support services (no.),Education and training (no.),Accommodation and food services (no.),Public administration and safety (no.),Value of residential building ($m),Houses - total (no.),Townhouses - total (no.),Apartments - total (no.),Median weekly household rental payment ($),Rented (no.),Count of homeless persons (no.),"Used at least one form of public transport (train, tram, bus, ferry) (no.)",latitude,longitude,num_stops,num_stations,num_schools,num_restaurants,num_landmarks,total_transport
"1302/65 Coventry Street, 
SOUTHBANK VIC 3006",SOUTHBANK,530.0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"1308/250 City Road, 
SOUTHBANK VIC 3006",SOUTHBANK,530.0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"50/88 Kavanagh Street, 
SOUTHBANK VIC 3006",SOUTHBANK,530.0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,-37.8230438,144.9652507,9.0,0.0,9.0,716.0,55.0,9.0
"3317/70 Southbank Boulevard, 
SOUTHBANK VIC 3006",SOUTHBANK,530.0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,-37.8225411,144.9638343,14.0,0.0,8.0,863.0,59.0,14.0
"1617/39 Coventry Street, 
SOUTHBANK VIC 3006",SOUTHBANK,530.0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,-37.8300058,144.9666729,18.0,0.0,7.0,84.0,25.0,18.0
"1411/70 Southbank Boulevard, 
SOUTHBANK VIC 3006",SOUTHBANK,530.0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"3307/118 Kavanagh Street, 
SOUTHBANK VIC 3006",SOUTHBANK,530.0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"4103/1 Balston Street, 
SOUTHBANK VIC 3006",SOUTHBANK,530.0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,-37.8258831,144.962071,14.0,0.0,8.0,434.0,36.0,14.0
"1/790 Princes Highway, 
SPRINGVALE VIC 3171",SPRINGVALE,530.0,35275.0,4822.8,73.8,24219.0,0.0,0.0,51.0,139.0,72.0,248.0,38.0,233.0,11.0,47.0,8843.0,2242.0,955.0,711.0,3856.0,439.0,1078.0,-37.9327643,145.1561385,0.0,0.0,8.0,0.0,0.0,0.0
"6/790 Princes Highway, 
SPRINGVALE VIC 3171",SPRINGVALE,530.0,35275.0,4822.8,73.8,24219.0,0.0,0.0,51.0,139.0,72.0,248.0,38.0,233.0,11.0,47.0,8843.0,2242.0,955.0,711.0,3856.0,439.0,1078.0,-37.9327643,145.1561385,0.0,0.0,8.0,0.0,0.0,0.0
"37 Merino Drive, 
MERNDA VIC 3754",MERNDA,520.0,23634.0,2160.9,65.69999999999999,15485.0,0.0,0.0,178.0,94.0,35.0,95.0,15.0,53.0,3.0,58.0,7183.0,755.0,130.0,768.0,2055.0,33.0,552.0,-37.5923494,145.0835581,0.0,0.0,0.0,0.0,0.0,0.0
"37 Prince Of Wales Avenue, 
MILL PARK VIC 3082",MILL PARK,520.0,28989.0,4469.6,79.5,19968.0,0.0,0.0,194.0,139.0,60.0,110.0,33.0,115.0,6.0,14.0,9397.0,1082.0,289.0,734.0,2288.0,128.0,524.0,-37.6625682,145.0473638,0.0,0.0,10.0,0.0,0.0,0.0
"44 Peyton Drive, 
MILL PARK VIC 3082",MILL PARK,520.0,28989.0,4469.6,79.5,19968.0,0.0,0.0,194.0,139.0,60.0,110.0,33.0,115.0,6.0,14.0,9397.0,1082.0,289.0,734.0,2288.0,128.0,524.0,-37.6570635,145.0649333,0.0,0.0,7.0,0.0,0.0,0.0
"2 Truscott Court, 
MILL PARK VIC 3082",MILL PARK,520.0,28989.0,4469.6,79.5,19968.0,0.0,0.0,194.0,139.0,60.0,110.0,33.0,115.0,6.0,14.0,9397.0,1082.0,289.0,734.0,2288.0,128.0,524.0,-37.660806,145.0719294,0.0,0.0,6.0,0.0,0.0,0.0
"482 Highbury Road, 
MOUNT WAVERLEY VIC 3149",MOUNT WAVERLEY,520.0,35716.0,4743.200000000001,80.3,23090.0,0.0,0.0,39.0,350.0,290.0,247.0,72.0,218.0,14.0,114.0,9457.0,1385.0,3011.0,955.0,3026.0,135.0,861.0,-37.8574828,145.1302741,0.0,0.0,10.0,0.0,0.0,0.0
"8 Keys Court, 
NARRE WARREN VIC 3805",NARRE WARREN,520.0,52128.0,7667.0,147.8,35723.0,0.0,0.0,122.0,189.0,139.0,211.0,49.0,105.0,24.0,40.0,15242.0,746.0,35.0,1592.0,2387.0,253.0,677.0,-38.0282069,145.3111443,0.0,0.0,0.0,0.0,0.0,0.0
"12 Thorpe Street, 
NEWPORT VIC 3015",NEWPORT,520.0,18985.0,2147.5,38.0,12783.0,0.0,0.0,50.0,129.0,58.0,62.0,33.0,70.0,8.0,184.0,4871.0,2323.0,587.0,460.0,2101.0,46.0,496.0,-37.8480614,144.8645399,0.0,0.0,5.0,0.0,0.0,0.0
"3 Mcrobert Street, 
NEWPORT VIC 3015",NEWPORT,520.0,18985.0,2147.5,38.0,12783.0,0.0,0.0,50.0,129.0,58.0,62.0,33.0,70.0,8.0,184.0,4871.0,2323.0,587.0,460.0,2101.0,46.0,496.0,-37.8383858,144.8832474,0.0,1.0,6.0,0.0,0.0,1.0
"8/150 Peel Street, 
NORTH MELBOURNE VIC 3051",NORTH MELBOURNE,520.0,15998.0,6597.7,31.3,12916.0,0.0,0.0,59.0,175.0,120.0,100.0,46.0,168.0,9.0,29.0,323.0,2056.0,6849.0,381.0,4386.0,253.0,1051.0,-37.8023893,144.9564923,18.0,0.0,19.0,595.0,26.0,18.0
"239 Abbotsford Street, 
NORTH MELBOURNE VIC 3051",NORTH MELBOURNE,520.0,15998.0,6597.7,31.3,12916.0,0.0,0.0,59.0,175.0,120.0,100.0,46.0,168.0,9.0,29.0,323.0,2056.0,6849.0,381.0,4386.0,253.0,1051.0,-37.8044874,144.9452305,10.0,1.0,12.0,171.0,12.0,11.0
"40 SYCAMORE STREET, 
LANGWARRIN VIC 3910",LANGWARRIN,520.0,25248.0,671.1,38.4,16450.0,0.0,0.0,64.0,83.0,48.0,96.0,26.0,32.0,5.0,47.0,8037.0,1431.0,25.0,365.0,1530.0,49.0,151.0,-38.1483898,145.1811531,0.0,0.0,4.0,0.0,0.0,0.0
"40 Sycamore St, 
LANGWARRIN VIC 3910",LANGWARRIN,520.0,25248.0,671.1,38.4,16450.0,0.0,0.0,64.0,83.0,48.0,96.0,26.0,32.0,5.0,47.0,8037.0,1431.0,25.0,365.0,1530.0,49.0,151.0,-38.1483898,145.1811531,0.0,0.0,4.0,0.0,0.0,0.0
"2/8 Bennett Avenue, 
MOUNT WAVERLEY VIC 3149",MOUNT WAVERLEY,530.0,35716.0,4743.200000000001,80.3,23090.0,0.0,0.0,39.0,350.0,290.0,247.0,72.0,218.0,14.0,114.0,9457.0,1385.0,3011.0,955.0,3026.0,135.0,861.0,-37.8602893,145.1470731,0.0,0.0,8.0,0.0,0.0,0.0
"74 Bertrand Avenue, 
MULGRAVE VIC 3170",MULGRAVE,530.0,20078.0,1873.1,39.7,12646.0,0.0,0.0,23.0,148.0,124.0,138.0,37.0,93.0,7.0,53.0,6123.0,1229.0,25.0,430.0,1530.0,93.0,366.0,-37.9345201,145.1808728,0.0,0.0,8.0,0.0,0.0,0.0
"1/4 Melbourne Street, 
MURRUMBEENA VIC 3163",MURRUMBEENA,530.0,9471.0,3766.1,37.8,6581.0,0.0,0.0,16.0,57.0,56.0,44.0,13.0,38.0,3.0,19.0,1970.0,1105.0,1185.0,390.0,1321.0,36.0,400.0,-37.8891248,145.068268,0.0,1.0,9.0,0.0,0.0,1.0
"406/5 Beavers Road, 
NORTHCOTE VIC 3070",NORTHCOTE,530.0,25657.0,8297.0,74.6,18476.0,0.0,0.0,100.0,278.0,75.0,87.0,49.0,135.0,3.0,56.0,5484.0,3192.0,2914.0,951.0,3882.0,89.0,1008.0,-37.7665042,144.9965821,11.0,2.0,14.0,0.0,0.0,13.0
"3/402 High Street, 
NORTHCOTE VIC 3070",NORTHCOTE,530.0,25657.0,8297.0,74.6,18476.0,0.0,0.0,100.0,278.0,75.0,87.0,49.0,135.0,3.0,56.0,5484.0,3192.0,2914.0,951.0,3882.0,89.0,1008.0,-37.7811208,144.9967356,6.0,3.0,14.0,0.0,0.0,9.0
"3/28 Murphy Street, 
OAK PARK VIC 3046",OAK PARK,530.0,7976.0,3389.3,35.8,5661.0,0.0,0.0,17.0,33.0,17.0,26.0,6.0,25.0,0.0,22.0,1783.0,1425.0,230.0,401.0,985.0,18.0,370.0,-37.7168776,144.916433,0.0,1.0,10.0,0.0,0.0,1.0
"266 Cumberland Road, 
PASCOE VALE VIC 3044",PASCOE VALE,530.0,17409.0,3759.2,36.3,11989.0,0.0,0.0,74.0,87.0,43.0,53.0,25.0,67.0,4.0,43.0,3615.0,3784.0,286.0,400.0,2351.0,15.0,575.0,-37.738051,144.9372887,0.0,0.0,11.0,0.0,0.0,0.0
"26 Ironwood Drive, 
POINT COOK VIC 3030",POINT COOK,530.0,62990.0,8965.2,136.60000000000002,41810.0,0.0,0.0,239.0,398.0,229.0,317.0,109.0,283.0,29.0,89.0,18237.0,2054.0,590.0,1601.0,5811.0,96.0,1469.0,-37.9084929,144.733353,0.0,0.0,3.0,0.0,0.0,0.0
"12 Grangemouth Drive, 
POINT COOK VIC 3030",POINT COOK,530.0,62990.0,8965.2,136.60000000000002,41810.0,0.0,0.0,239.0,398.0,229.0,317.0,109.0,283.0,29.0,89.0,18237.0,2054.0,590.0,1601.0,5811.0,96.0,1469.0,-37.8806076,144.7496753,0.0,0.0,4.0,0.0,0.0,0.0
"33 Bliss Street, 
POINT COOK VIC 3030",POINT COOK,530.0,62990.0,8965.2,136.60000000000002,41810.0,0.0,0.0,239.0,398.0,229.0,317.0,109.0,283.0,29.0,89.0,18237.0,2054.0,590.0,1601.0,5811.0,96.0,1469.0,-37.9046524,144.7340825,0.0,0.0,5.0,0.0,0.0,0.0
"35 Tamar Avenue, 
POINT COOK VIC 3030",POINT COOK,530.0,62990.0,8965.2,136.60000000000002,41810.0,0.0,0.0,239.0,398.0,229.0,317.0,109.0,283.0,29.0,89.0,18237.0,2054.0,590.0,1601.0,5811.0,96.0,1469.0,-37.8817996,144.7214975,0.0,0.0,6.0,0.0,0.0,0.0
"7 Tamar Avenue, 
POINT COOK VIC 3030",POINT COOK,530.0,62990.0,8965.2,136.60000000000002,41810.0,0.0,0.0,239.0,398.0,229.0,317.0,109.0,283.0,29.0,89.0,18237.0,2054.0,590.0,1601.0,5811.0,96.0,1469.0,-37.8817996,144.7214975,0.0,0.0,6.0,0.0,0.0,0.0
"121 Charles Street, 
ASCOT VALE VIC 3032",ASCOT VALE,1400.0,15351.0,4001.7,37.1,10752.0,0.0,0.0,55.0,115.0,65.0,68.0,36.0,63.0,3.0,123.0,3016.0,1569.0,2415.0,370.0,2262.0,67.0,616.0,-37.779105,144.9090169,0.0,0.0,7.0,6.0,3.0,0.0
"15 Vincent Street, 
DEER PARK VIC 3023",DEER PARK,410.0,18230.0,2257.1,35.3,11941.0,0.0,0.0,55.0,47.0,29.0,91.0,10.0,54.0,3.0,9.0,5721.0,810.0,55.0,350.0,1717.0,174.0,430.0,-37.7755457,144.7691445,0.0,0.0,4.0,0.0,0.0,0.0
"2/3 Kenwood Green, 
DERRIMUT VIC 3026",DERRIMUT,410.0,8751.0,660.1,32.0,5829.0,0.0,0.0,14.0,27.0,38.0,46.0,6.0,43.0,6.0,2.0,2393.0,83.0,0.0,400.0,504.0,54.0,184.0,-37.7951233,144.7692505,0.0,0.0,2.0,0.0,0.0,0.0
"1/1 Hartpury Avenue, 
ELWOOD VIC 3184",ELWOOD,410.0,15041.0,5891.5,37.9,11480.0,0.0,0.0,40.0,144.0,79.0,80.0,44.0,51.0,3.0,77.0,1129.0,1169.0,6576.0,415.0,3639.0,66.0,530.0,-37.8753707,144.9896225,6.0,1.0,18.0,0.0,0.0,7.0
"18 Thorn St, 
ESSENDON VIC 3040",ESSENDON,410.0,12313.0,3464.3,37.4,8783.0,0.0,0.0,43.0,160.0,107.0,53.0,23.0,100.0,4.0,52.0,2256.0,1311.0,2670.0,371.0,2156.0,42.0,625.0,-37.7494712,144.9094329,6.0,0.0,14.0,0.0,0.0,6.0
"4/80 Argyle Street, 
FAWKNER VIC 3060",FAWKNER,410.0,14193.0,2791.3,34.8,8969.0,0.0,0.0,36.0,63.0,14.0,63.0,17.0,47.0,6.0,26.0,4386.0,861.0,25.0,380.0,1410.0,69.0,460.0,-37.717698,144.9708687,0.0,0.0,7.0,0.0,0.0,0.0
"4/107 Princes St, 
FLEMINGTON VIC 3031",FLEMINGTON,410.0,9190.0,5813.5,34.2,6950.0,0.0,0.0,44.0,62.0,32.0,28.0,13.0,46.0,3.0,17.0,926.0,940.0,3285.0,324.0,2456.0,56.0,579.0,-37.7882443,144.932261,8.0,1.0,15.0,47.0,8.0,9.0
"13 Boston Place, 
HOPPERS CROSSING VIC 3029",HOPPERS CROSSING,410.0,37666.0,4420.4,74.1,25272.0,0.0,0.0,193.0,157.0,63.0,174.0,47.0,96.0,17.0,18.0,11732.0,1105.0,1123.0,681.0,3309.0,228.0,884.0,-37.8667525,144.6703588,0.0,0.0,11.0,0.0,0.0,0.0
"2/102 Willys Avenue, 
KEILOR DOWNS VIC 3038",KEILOR DOWNS,410.0,13193.0,1722.4,41.8,8377.0,0.0,0.0,32.0,37.0,35.0,37.0,16.0,45.0,5.0,12.0,4275.0,589.0,54.0,360.0,820.0,40.0,207.0,-37.7160417,144.7996285,0.0,0.0,10.0,0.0,0.0,0.0
"11 Bladin Street, 
LAVERTON VIC 3028",LAVERTON,410.0,11643.0,523.4,32.2,8591.0,0.0,0.0,56.0,65.0,44.0,122.0,25.0,78.0,9.0,77.0,3606.0,529.0,268.0,380.0,1729.0,69.0,578.0,-37.8489118,144.7736647,0.0,0.0,4.0,0.0,0.0,0.0
"1101b/2 Wests Road, 
MARIBYRNONG VIC 3032",MARIBYRNONG,410.0,12715.0,2314.6,35.8,9554.0,0.0,0.0,41.0,112.0,45.0,68.0,26.0,83.0,3.0,39.0,1893.0,1801.0,2334.0,396.0,1913.0,51.0,452.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"307/68 Wests Road, 
MARIBYRNONG VIC 3032",MARIBYRNONG,410.0,12715.0,2314.6,35.8,9554.0,0.0,0.0,41.0,112.0,45.0,68.0,26.0,83.0,3.0,39.0,1893.0,1801.0,2334.0,396.0,1913.0,51.0,452.0,-37.7730115,144.8815951,8.0,0.0,4.0,0.0,0.0,8.0
"44 Buchan Street, 
MEADOW HEIGHTS VIC 3048",MEADOW HEIGHTS,410.0,15078.0,3260.0,33.6,10091.0,0.0,0.0,83.0,36.0,16.0,69.0,13.0,44.0,14.0,10.0,3883.0,843.0,57.0,346.0,1300.0,152.0,176.0,-37.6547924,144.9226058,0.0,0.0,7.0,0.0,0.0,0.0
"18/12 Surrey Street, 
PASCOE VALE VIC 3044",PASCOE VALE,425.0,17409.0,3759.2,36.3,11989.0,0.0,0.0,74.0,87.0,43.0,53.0,25.0,67.0,4.0,43.0,3615.0,3784.0,286.0,400.0,2351.0,15.0,575.0,-37.7254148,144.9486396,0.0,0.0,11.0,0.0,0.0,0.0
"414/101 Bay Street, 
PORT MELBOURNE VIC 3207",PORT MELBOURNE,425.0,16373.0,5869.7,43.2,11248.0,0.0,0.0,46.0,151.0,173.0,119.0,37.0,122.0,3.0,27.0,522.0,3615.0,4826.0,522.0,3066.0,44.0,379.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"610/5 Blanch Street, 
PRESTON VIC 3072",PRESTON,425.0,33825.0,6306.200000000001,75.0,24317.0,0.0,0.0,241.0,228.0,152.0,149.0,49.0,205.0,16.0,110.0,8290.0,3818.0,3159.0,791.0,5381.0,273.0,1434.0,-37.7455657,144.9997029,0.0,1.0,13.0,0.0,0.0,1.0
"11 Dorrington Avenue, 
RESERVOIR VIC 3073",RESERVOIR,425.0,52065.0,10943.5,154.1,35092.0,0.0,0.0,490.0,184.0,112.0,216.0,60.0,165.0,12.0,153.0,14312.0,7827.0,1042.0,1439.0,7466.0,416.0,1900.0,-37.7266018,145.0222341,5.0,0.0,12.0,0.0,0.0,5.0
"1/17 Compton Street, 
RESERVOIR VIC 3073",RESERVOIR,425.0,52065.0,10943.5,154.1,35092.0,0.0,0.0,490.0,184.0,112.0,216.0,60.0,165.0,12.0,153.0,14312.0,7827.0,1042.0,1439.0,7466.0,416.0,1900.0,-37.7127056,145.0029246,0.0,0.0,11.0,0.0,0.0,0.0
"403/952-954 High Street, 
RESERVOIR VIC 3073",RESERVOIR,425.0,52065.0,10943.5,154.1,35092.0,0.0,0.0,490.0,184.0,112.0,216.0,60.0,165.0,12.0,153.0,14312.0,7827.0,1042.0,1439.0,7466.0,416.0,1900.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"3/34 Boonong Avenue, 
SEAFORD VIC 3198",SEAFORD,425.0,17359.0,1396.3,40.4,11240.0,0.0,0.0,138.0,59.0,41.0,80.0,26.0,52.0,3.0,32.0,5983.0,1939.0,250.0,351.0,2368.0,41.0,264.0,-38.1256255,145.1260555,0.0,0.0,4.0,0.0,0.0,0.0
"206/33 Claremont Street, 
SOUTH YARRA VIC 3141",SOUTH YARRA,425.0,28123.0,21662.2,106.5,22280.0,0.0,0.0,76.0,497.0,622.0,236.0,87.0,356.0,6.0,79.0,1181.0,2094.0,15905.0,1278.0,8671.0,64.0,1947.0,-37.8377585,144.9938493,14.0,1.0,13.0,0.0,2.0,15.0
"103a/33 Inkerman St, 
ST KILDA VIC 3182",ST KILDA,425.0,30189.0,12631.5,72.80000000000001,23753.0,0.0,0.0,105.0,263.0,253.0,183.0,83.0,261.0,10.0,41.0,1636.0,2218.0,14987.0,776.0,7769.0,576.0,1852.0,-37.8649926,144.9885598,21.0,0.0,18.0,0.0,0.0,21.0
"3/16 Marine Parade, 
ST KILDA VIC 3182",ST KILDA,425.0,30189.0,12631.5,72.80000000000001,23753.0,0.0,0.0,105.0,263.0,253.0,183.0,83.0,261.0,10.0,41.0,1636.0,2218.0,14987.0,776.0,7769.0,576.0,1852.0,-37.8693451,144.9761301,6.0,0.0,8.0,0.0,0.0,6.0
"10/5 Gordon Street, 
TOORAK VIC 3142",TOORAK,425.0,13098.0,3029.6,46.6,8133.0,0.0,0.0,20.0,274.0,346.0,97.0,24.0,79.0,4.0,219.0,2076.0,1395.0,3781.0,490.0,1712.0,3.0,390.0,-37.8439328,145.005987,4.0,1.0,18.0,0.0,0.0,5.0
"11/83 Mathoura Road, 
TOORAK VIC 3142",TOORAK,425.0,13098.0,3029.6,46.6,8133.0,0.0,0.0,20.0,274.0,346.0,97.0,24.0,79.0,4.0,219.0,2076.0,1395.0,3781.0,490.0,1712.0,3.0,390.0,-37.8470916,145.0070764,7.0,0.0,16.0,0.0,0.0,7.0
"7/76 Canterbury Road, 
TOORAK VIC 3142",TOORAK,425.0,13098.0,3029.6,46.6,8133.0,0.0,0.0,20.0,274.0,346.0,97.0,24.0,79.0,4.0,219.0,2076.0,1395.0,3781.0,490.0,1712.0,3.0,390.0,-37.8432666,145.0103739,6.0,0.0,12.0,0.0,0.0,6.0
"5 McKay, 
COBURG VIC 3058",COBURG,560.0,35372.0,9577.7,112.0,24819.0,0.0,0.0,134.0,266.0,114.0,138.0,53.0,174.0,11.0,70.0,9813.0,3556.0,1545.0,1267.0,4343.0,144.0,1461.0,-37.7400683,144.9642722,6.0,1.0,12.0,0.0,0.0,7.0
"702/466-482 Smith Street, 
COLLINGWOOD VIC 3066",COLLINGWOOD,560.0,9348.0,7378.6,33.2,7787.0,0.0,0.0,51.0,99.0,88.0,102.0,45.0,134.0,5.0,42.0,290.0,1377.0,3948.0,425.0,2888.0,28.0,492.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"201/6 Mater Street, 
COLLINGWOOD VIC 3066",COLLINGWOOD,560.0,9348.0,7378.6,33.2,7787.0,0.0,0.0,51.0,99.0,88.0,102.0,45.0,134.0,5.0,42.0,290.0,1377.0,3948.0,425.0,2888.0,28.0,492.0,-37.7956474,144.9879252,5.0,0.0,19.0,0.0,0.0,5.0
"2 Rayfield Avenue, 
CRAIGIEBURN VIC 3064",CRAIGIEBURN,560.0,57607.0,11196.5,125.9,38853.0,0.0,0.0,161.0,196.0,94.0,272.0,53.0,158.0,19.0,220.0,15458.0,2030.0,204.0,1523.0,4657.0,129.0,1266.0,-37.5980649,144.9350673,0.0,0.0,5.0,0.0,0.0,0.0
"100 Sustainable Drive, 
CRAIGIEBURN VIC 3064",CRAIGIEBURN,560.0,57607.0,11196.5,125.9,38853.0,0.0,0.0,161.0,196.0,94.0,272.0,53.0,158.0,19.0,220.0,15458.0,2030.0,204.0,1523.0,4657.0,129.0,1266.0,-37.5704964,144.9019417,0.0,0.0,3.0,0.0,0.0,0.0
"306N/883 Collins Street, 
DOCKLANDS VIC 3008",DOCKLANDS,560.0,15942.0,6522.9,32.5,13715.0,0.0,0.0,45.0,116.0,313.0,135.0,55.0,251.0,3.0,2.0,59.0,152.0,10602.0,411.0,5056.0,18.0,1602.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"7/24 Parnell Street, 
ELSTERNWICK VIC 3185",ELSTERNWICK,560.0,12032.0,4204.6,38.3,8071.0,0.0,0.0,23.0,170.0,120.0,59.0,33.0,84.0,3.0,52.0,2058.0,1077.0,2613.0,426.0,1957.0,29.0,421.0,-37.8936466,145.0117811,0.0,0.0,15.0,0.0,0.0,0.0
"6/30 Shelley Street, 
ELWOOD VIC 3184",ELWOOD,560.0,15041.0,5891.5,37.9,11480.0,0.0,0.0,40.0,144.0,79.0,80.0,44.0,51.0,3.0,77.0,1129.0,1169.0,6576.0,415.0,3639.0,66.0,530.0,-37.8803904,144.9801206,0.0,0.0,7.0,0.0,0.0,0.0
"19 San Cristobal Pass, 
EPPING VIC 3076",EPPING,560.0,33834.0,3899.2,108.1,22572.0,0.0,0.0,188.0,146.0,64.0,143.0,43.0,133.0,12.0,40.0,9430.0,2155.0,314.0,1091.0,3144.0,127.0,828.0,-37.6364879,145.0254502,0.0,0.0,6.0,0.0,0.0,0.0
"40 Somerlayton Crescent, 
FAWKNER VIC 3060",FAWKNER,560.0,14193.0,2791.3,34.8,8969.0,0.0,0.0,36.0,63.0,14.0,63.0,17.0,47.0,6.0,26.0,4386.0,861.0,25.0,380.0,1410.0,69.0,460.0,-37.6952883,144.9731163,0.0,0.0,5.0,0.0,0.0,0.0
"28 Stafford Street, 
FOOTSCRAY VIC 3011",FOOTSCRAY,560.0,17420.0,3507.1,34.1,13694.0,0.0,0.0,82.0,200.0,91.0,138.0,41.0,190.0,5.0,248.0,2695.0,1326.0,5031.0,355.0,4123.0,278.0,1360.0,-37.7970158,144.883453,0.0,0.0,11.0,0.0,0.0,0.0
"7 Crathie Court, 
FRANKSTON VIC 3199",FRANKSTON,560.0,62521.0,4843.5,121.2,39777.0,0.0,0.0,455.0,371.0,155.0,218.0,76.0,176.0,12.0,68.0,21147.0,4743.0,1416.0,1096.0,8000.0,650.0,751.0,-38.1648037,145.1444444,0.0,0.0,6.0,0.0,0.0,0.0
"5 Leith Court, 
FRANKSTON VIC 3199",FRANKSTON,560.0,62521.0,4843.5,121.2,39777.0,0.0,0.0,455.0,371.0,155.0,218.0,76.0,176.0,12.0,68.0,21147.0,4743.0,1416.0,1096.0,8000.0,650.0,751.0,-38.1395686,145.139719,0.0,0.0,10.0,0.0,0.0,0.0
"4e/32 La Scala Ave, 
MARIBYRNONG VIC 3032",MARIBYRNONG,500.0,12715.0,2314.6,35.8,9554.0,0.0,0.0,41.0,112.0,45.0,68.0,26.0,83.0,3.0,39.0,1893.0,1801.0,2334.0,396.0,1913.0,51.0,452.0,-37.7804483,144.8928601,7.0,0.0,9.0,0.0,0.0,7.0
"18 Birdwood Street, 
MARIBYRNONG VIC 3032",MARIBYRNONG,550.0,12715.0,2314.6,35.8,9554.0,0.0,0.0,41.0,112.0,45.0,68.0,26.0,83.0,3.0,39.0,1893.0,1801.0,2334.0,396.0,1913.0,51.0,452.0,-37.7848702,144.8848816,0.0,0.0,6.0,0.0,0.0,0.0
"903B/2 Wests Road, 
MARIBYRNONG VIC 3032",MARIBYRNONG,550.0,12715.0,2314.6,35.8,9554.0,0.0,0.0,41.0,112.0,45.0,68.0,26.0,83.0,3.0,39.0,1893.0,1801.0,2334.0,396.0,1913.0,51.0,452.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"540 Victoria Parade, 
EAST MELBOURNE VIC 3002",EAST MELBOURNE,830.0,4962.0,1711.2,41.8,3592.0,0.0,0.0,6.0,424.0,149.0,70.0,35.0,48.0,0.0,7.0,112.0,696.0,2640.0,480.0,1264.0,52.0,217.0,-37.8095359,144.9864371,8.0,0.0,19.0,59.0,22.0,8.0
"112 Johnston Street, 
NEWPORT VIC 3015",NEWPORT,830.0,18985.0,2147.5,38.0,12783.0,0.0,0.0,50.0,129.0,58.0,62.0,33.0,70.0,8.0,184.0,4871.0,2323.0,587.0,460.0,2101.0,46.0,496.0,-37.8375958,144.8754662,0.0,0.0,6.0,0.0,0.0,0.0
"10 David Street, 
RICHMOND VIC 3121",RICHMOND,830.0,14083.0,7322.3,34.3,11182.0,0.0,0.0,48.0,325.0,111.0,82.0,40.0,136.0,0.0,22.0,800.0,1760.0,5641.0,400.0,4011.0,80.0,872.0,-37.8147977,145.0118159,4.0,0.0,13.0,0.0,0.0,4.0
"1404/665 Chapel Street, 
SOUTH YARRA VIC 3141",SOUTH YARRA,830.0,28123.0,21662.2,106.5,22280.0,0.0,0.0,76.0,497.0,622.0,236.0,87.0,356.0,6.0,79.0,1181.0,2094.0,15905.0,1278.0,8671.0,64.0,1947.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"1803/7 Claremont Street, 
SOUTH YARRA VIC 3141",SOUTH YARRA,830.0,28123.0,21662.2,106.5,22280.0,0.0,0.0,76.0,497.0,622.0,236.0,87.0,356.0,6.0,79.0,1181.0,2094.0,15905.0,1278.0,8671.0,64.0,1947.0,-37.8377585,144.9938493,14.0,1.0,13.0,0.0,2.0,15.0
